name,amount,id,type,add,attribute
Nelson Sauvin,75.0,147,hop,middle,flavour
Bramling Cross,75.0,147,hop,middle,flavour
Columbus,75.0,147,hop,end,flavour
Centennial,75.0,147,hop,end,flavour
Nelson Sauvin,75.0,147,hop,end,flavour
Bramling Cross,75.0,147,hop,end,flavour
Nelson Sauvin,70.0,147,hop,dry hop,aroma
Bramling Cross,70.0,147,hop,dry hop,aroma
Simcoe,70.0,147,hop,dry hop,aroma
Maris Otter Extra Pale,11250.0,148,malt,,
Caramalt,310.0,148,malt,,
Crystal 150,630.0,148,malt,,
Dark Crystal,440.0,148,malt,,
Chinook,18.8,148,hop,start,bitter
Centennial,18.8,148,hop,start,bitter
Chinook,12.5,148,hop,start,bitter
Centennial,12.5,148,hop,start,bitter
Chinook,62.5,148,hop,end,flavour
Centennial,62.5,148,hop,end,flavour
Ahtanum,62.5,148,hop,end,flavour
Chinook,175.0,148,hop,dry hop,aroma
Centennial,175.0,148,hop,dry hop,aroma
Ahtanum,150.0,148,hop,dry hop,aroma
Extra Pale,8000.0,149,malt,,
Magnum,66.7,149,hop,end,flavour
Extra Pale,10000.0,150,malt,,
Carafa Special Malt Type 2,1880.0,150,malt,,
Flaked Oats,1880.0,150,malt,,
Saaz,125.0,150,hop,start,bitter
Saaz,37.5,150,hop,end,flavour
Extra Pale,3750.0,151,malt,,
Wheat Malt,420.0,151,malt,,
Magnum,10.0,151,hop,start,bitter
Amarillo,12.5,151,hop,middle,flavour
Simcoe,12.5,151,hop,middle,flavour
Amarillo,12.5,151,hop,end,flavour
Simcoe,12.5,151,hop,end,flavour
Pale Ale,4380.0,152,malt,,
Chinook,12.5,152,hop,start,bitter
Amarillo,37.5,152,hop,end,flavour
Chinook,25.0,152,hop,end,flavour
Mosaic,37.5,152,hop,end,flavour
Amarillo,62.5,152,hop,dry hop,aroma
Chinook,62.5,152,hop,dry hop,aroma
Mosaic,62.5,152,hop,dry hop,aroma
Extra Pale,5000.0,153,malt,,
Wheat Malt,1250.0,153,malt,,
Rye,630.0,153,malt,,
Acidulated Malt,630.0,153,malt,,
Citra,7.5,153,hop,start,bitter
Amarillo,5.0,153,hop,start,bitter
Citra,7.5,153,hop,middle,flavour
Amarillo,5.0,153,hop,middle,flavour
Citra,7.5,153,hop,end,flavour
Sorachi Ace,7.5,153,hop,end,flavour
Mosaic,7.5,153,hop,end,flavour
Pilsner,3130.0,154,malt,,
Wheat,250.0,154,malt,,
Munich,250.0,154,malt,,
Mosaic,2.5,154,hop,start,bitter
Cascade,12.5,154,hop,middle,flavour
Jester,50.0,154,hop,end,flavour
Cascade,50.0,154,hop,dry hop,aroma
Mosaic,50.0,154,hop,dry hop,aroma
Extra Pale,6560.0,155,malt,,
Dark Crystal 350,660.0,155,malt,,
Carafa Special Malt Type 3,310.0,155,malt,,
Caramalt,310.0,155,malt,,
Chocolate,70.0,155,malt,,
Magnum,12.5,155,hop,start,bitter
Galena,12.5,155,hop,start,bitter
Hercules,12.5,155,hop,start,bitter
Magnum,6.25,155,hop,start,bitter
Galena,6.25,155,hop,start,bitter
Cascade,25.0,155,hop,end,flavour
Galena,25.0,155,hop,end,flavour
Extra Pale,5650.0,156,malt,,
Caramalt,250.0,156,malt,,
Dark Crystal,60.0,156,malt,,
Simcoe,2.5,156,hop,start,bitter
Simcoe,25.0,156,hop,middle,flavour
Simcoe,37.5,156,hop,end,flavour
Simcoe,187.5,156,hop,dry hop,aroma
Extra Pale,2160.0,157,malt,,
Wheat,630.0,157,malt,,
Crystal,310.0,157,malt,,
Roasted Barley,190.0,157,malt,,
CaraAroma,130.0,157,malt,,
Pacific Hallertau,15.5,157,hop,start,bitter
Pacific Hallertau,10.2,157,hop,start,bitter
Motueka,6.1,157,hop,middle,flavour
Pacific Hallertau,12.5,157,hop,end,flavour
Motueka,25.0,157,hop,end,flavour
Amarillo,12.5,157,hop,end,flavour
Extra Pale,4880.0,158,malt,,
Caramalt,750.0,158,malt,,
Vic Secret,12.5,158,hop,start,bitter
Centennial,12.5,158,hop,middle,flavour
Centennial,12.5,158,hop,end,flavour
Kohatu,16.5,158,hop,end,flavour
Vic Secret,12.5,158,hop,dry hop,aroma
Citra,62.5,158,hop,dry hop,aroma
Simcoe,87.5,158,hop,dry hop,aroma
Centennial,37.5,158,hop,dry hop,aroma
Amarillo,50.0,158,hop,dry hop,aroma
Extra Pale,4380.0,159,malt,,
Carafa Special Malt Type 1,1500.0,159,malt,,
Flaked Oats,560.0,159,malt,,
Smoked Malt,250.0,159,malt,,
Crystal 150,250.0,159,malt,,
Columbus,37.5,159,hop,start,bitter
Columbus,37.5,159,hop,middle,flavour
First Gold,18.5,159,hop,middle,flavour
Motueka,12.5,159,hop,middle,flavour
Hersbrucker,12.5,159,hop,middle,flavour
First Gold,18.5,159,hop,end,flavour
Motueka,12.5,159,hop,end,flavour
Hersbrucker,12.5,159,hop,end,flavour
Maris Otter Extra Pale,5250.0,160,malt,,
White Cane Sugar,880.0,160,malt,,
C02 Extract,10.0,160,hop,start,bitter
Citra,37.5,160,hop,end,flavour
Amarillo,37.5,160,hop,end,flavour
Centennial,37.5,160,hop,end,flavour
Citra,100.0,160,hop,dry hop,aroma
Amarillo,100.0,160,hop,dry hop,aroma
Centennial,100.0,160,hop,dry hop,aroma
Extra Pale,7600.0,161,malt,,
Dark Crystal,1750.0,161,malt,,
Chocolate,500.0,161,malt,,
Roasted Barley,500.0,161,malt,,
Chinook,37.5,161,hop,start,bitter
Galena,37.5,161,hop,start,bitter
Chinook,37.5,161,hop,start,bitter
Galena,37.5,161,hop,start,bitter
Galena,25.0,161,hop,end,flavour
First Gold,25.0,161,hop,end,flavour
Chinook,25.0,161,hop,end,flavour
Extra Pale,3630.0,162,malt,,
Caramalt,310.0,162,malt,,
Munich,310.0,162,malt,,
Hallertauer Mittelfrüh,37.5,162,hop,start,bitter
Hallertauer Mittelfrüh,25.0,162,hop,middle,flavour
Tettnang,37.5,162,hop,middle,flavour
Saaz,25.0,162,hop,end,flavour
Pilsner,3810.0,163,malt,,
Columbus,5.0,163,hop,start,bitter
Hersbrucker,12.5,163,hop,start,bitter
Saaz,12.5,163,hop,end,flavour
Extra Pale,6390.0,164,malt,,
Ella,2.5,164,hop,start,bitter
Ella,41.5,164,hop,middle,flavour
Ella,41.5,164,hop,end,flavour
Extra Pale,9500.0,165,malt,,
Caramalt,1000.0,165,malt,,
Dark Crystal,750.0,165,malt,,
Centennial,75.0,165,hop,start,bitter
Centennial,25.0,165,hop,middle,flavour
Simcoe,25.0,165,hop,middle,flavour
Simcoe,25.0,165,hop,end,flavour
Citra,25.0,165,hop,end,flavour
Simcoe,200.0,165,hop,dry hop,aroma
Citra,150.0,165,hop,dry hop,aroma
Centennial,200.0,165,hop,dry hop,aroma
Pale Ale,3380.0,166,malt,,
Caramalt,500.0,166,malt,,
Crystal 150,190.0,166,malt,,
Centennial,2.5,166,hop,start,bitter
Amarillo,2.5,166,hop,start,bitter
Centennial,10.0,166,hop,start,bitter
Amarillo,10.0,166,hop,start,bitter
Amarillo,12.5,166,hop,end,flavour
Centennial,100.0,166,hop,dry hop,aroma
Amarillo,87.5,166,hop,dry hop,aroma
Extra Pale,5300.0,167,malt,,
Caramalt,250.0,167,malt,,
Crystal 150,190.0,167,malt,,
Carafa Special Malt Type 1,130.0,167,malt,,
Carafa Special Malt Type 3,190.0,167,malt,,
Simcoe,18.75,167,hop,start,bitter
Simcoe,18.75,167,hop,middle,bitter
Simcoe,37.5,167,hop,end,flavour
Simcoe,175.0,167,hop,dry hop,aroma
Cascade,37.5,167,hop,dry hop,aroma
Mosaic,37.5,167,hop,dry hop,aroma
Extra Pale,5800.0,168,malt,,
Centennial,25.0,168,hop,start,bitter
Columbus Extract,30.0,168,hop,start,bitter
Centennial,18.75,168,hop,middle,flavour
Columbus,18.75,168,hop,middle,flavour
Centennial,50.0,168,hop,end,flavour
Columbus,25.0,168,hop,end,flavour
Amarillo,100.0,168,hop,dry hop,aroma
Citra,100.0,168,hop,dry hop,aroma
Simcoe,100.0,168,hop,dry hop,aroma
Extra Pale,8130.000000000001,170,malt,,
Chocolate,160.0,170,malt,,
Carafa Special Malt Type 3,480.0,170,malt,,
Hercules,31.3,170,hop,start,bitter
Magnum,12.5,170,hop,start,bitter
Magnum,12.5,170,hop,start,bitter
Hercules,12.5,170,hop,end,flavour
Centennial,25.0,170,hop,end,flavour
Amarillo,25.0,170,hop,end,flavour
Extra Pale - Spring Blend,5870.0,171,malt,,
Caramalt,370.0,171,malt,,
Crystal 150,190.0,171,malt,,
Challenger,85.0,171,hop,start,bitter
Challenger,100.0,171,hop,end,flavour
Challenger,250.0,171,hop,dry hop,aroma
Propino Pale Malt,4100.0,172,malt,,
Enigma,2.5,172,hop,start,bitter
Enigma,10.0,172,hop,middle,flavour
Enigma,37.5,172,hop,end,flavour
Extra Pale,6390.0,173,malt,,
Chinook,13.5,173,hop,start,bitter
Chinook,41.5,173,hop,middle,flavour
Chinook,41.5,173,hop,end,flavour
Extra Pale,6130.0,174,malt,,
Caramalt,860.0,174,malt,,
Amarillo,12.5,174,hop,start,bitter
Citra,6.0,174,hop,start,bitter
Cascade,12.5,174,hop,start,bitter
Amarillo,6.0,174,hop,middle,flavour
Citra,6.0,174,hop,middle,flavour
Cascade,12.5,174,hop,middle,flavour
Amarillo,18.5,174,hop,end,flavoour
Citra,12.5,174,hop,end,flavouor
Cascade,12.5,174,hop,end,flavour
Citra,100.0,174,hop,dry hop,aroma
Amarillo,137.5,174,hop,dry hop,aroma
Cascade,87.5,174,hop,dry hop,aroma
Pale Ale - Tipple,8320.0,175,malt,,
Munich,1790.0,175,malt,,
Crystal,1190.0,175,malt,,
Dark Crystal,590.0,175,malt,,
Carafa Special Malt Type 1,120.0,175,malt,,
First Gold,125.0,175,hop,start,bitter
Challenger,62.5,175,hop,end,flavour
Amarillo,125.0,175,hop,end,flavour
Maris Otter Extra Pale,6250.0,176,malt,,
Amber,250.0,176,malt,,
Crystal 150,250.0,176,malt,,
Bramling Cross,62.5,176,hop,start,bitter
First Gold,50.0,176,hop,end,flavour
Bramling Cross,50.0,176,hop,end,flavour
Pale Ale,7500.0,177,malt,,
Wheat,500.0,177,malt,,
Flaked Oats,750.0,177,malt,,
Dark Crystal,750.0,177,malt,,
Carafa Special Malt Type 1,500.0,177,malt,,
Carafa Special Malt Type 3,500.0,177,malt,,
Rye,750.0,177,malt,,
Brown,750.0,177,malt,,
Chinook,50.0,177,hop,start,bitter
Fuggles,25.0,177,hop,middle,flavour
Fuggles,25.0,177,hop,end,flavour
Willamette,25.0,177,hop,end,flavour
Ginger Powder,1.5,177,hop,end,flavour
Honey,1250.0,177,hop,end,flavour
Cold Infused Coffee,25.0,177,hop,end,flavour
Extra Pale,4750.0,178,malt,,
Caramalt,320.0,178,malt,,
Dark Crystal,60.0,178,malt,,
Munich,320.0,178,malt,,
Simcoe,2.5,178,hop,start,bitter
Simcoe,25.0,178,hop,middle,flavour
Simcoe,37.5,178,hop,end,flavour
Simcoe,250.0,178,hop,dry hop,aroma
Extra Pale,2000.0,179,malt,,
Wheat Malt,310.0,179,malt,,
Munich,310.0,179,malt,,
Caramalt,630.0,179,malt,,
Pale Crystal 60,310.0,179,malt,,
Dark Crystal 350,81.0,179,malt,,
Amber,81.0,179,malt,,
Chocolate,81.0,179,malt,,
Centennial,25.0,179,hop,start,bitter
Centennial,37.5,179,hop,start,bitter
Centennial,12.5,179,hop,start,bitter
Columbus,50.0,179,hop,start,bitter
Centennial,25.0,179,hop,middle,flavour
Columbus,25.0,179,hop,middle,flavour
Centennial,18.8,179,hop,end,flavour
Columbus,18.8,179,hop,end,flavour
Galena,18.8,179,hop,end,flavour
Simcoe,18.8,179,hop,end,flavour
Pilsner,1690.0,180,malt,,
Wheat,380.0,180,malt,,
Flaked Oats,130.0,180,malt,,
Chinook,2.5,180,hop,start,bitter
Amarillo,37.5,180,hop,end,flavour
Chinook,25.0,180,hop,end,flavour
Mosaic,37.5,180,hop,end,flavour
Amarillo,62.5,180,hop,dry hop,aroma
Chinook,62.5,180,hop,dry hop,aroma
Mosaic,62.5,180,hop,dry hop,aroma
Extra Pale,6400.0,181,malt,,
Caramalt,630.0,181,malt,,
Dark Crystal,60.0,181,malt,,
Vic Secret,2.5,181,hop,start,bitter
Vic Secret,25.0,181,hop,middle,flavour
Vic Secret,37.5,181,hop,end,flavour
Vic Secret,250.0,181,hop,dry hop,aroma
Caramalt,3130.0,182,malt,,
Columbus,8.5,182,hop,start,bitter
Cascade,20.5,182,hop,end,flavour
Centennial,20.5,182,hop,end,flavour
Columbus,20.5,182,hop,end,flavour
Ahtanum,20.5,182,hop,end,flavour
Centennial,75.0,182,hop,dry hop,aroma
Cascade,75.0,182,hop,dry hop,aroma
Amarillo,100.0,182,hop,dry hop,aroma
Maris Otter Extra Pale,3380.0,183,malt,,
Caramalt,250.0,183,malt,,
Munich,630.0,183,malt,,
Cascade,1.25,183,hop,start,bitter
Cascade,10.0,183,hop,end,flavour
Centennial,10.0,183,hop,end,flavour
Chinook,10.0,183,hop,end,flavour
Amarillo,10.0,183,hop,end,flavour
Chinook,75.0,183,hop,dry hop,aroma
Amarillo,75.0,183,hop,dry hop,aroma
Cascade,100.0,183,hop,dry hop,aroma
Extra Pale,5730.0,184,malt,,
Amber,520.0,184,malt,,
Crystal,520.0,184,malt,,
First Gold,146.0,184,hop,start,bitter
East Kent Goldings,47.0,184,hop,middle,flavour
Fuggles,46.0,184,hop,middle,flavour
Bramling Cross,62.5,184,hop,end,flavour
Goldings,62.5,184,hop,dry hop,aroma
Extra Pale,11250.0,185,malt,,
Dark Crystal,1750.0,185,malt,,
Chocolate,500.0,185,malt,,
Roasted Barley,500.0,185,malt,,
Chinook,37.5,185,hop,start,bitter
Galena,37.5,185,hop,start,bitter
Chinook,37.5,185,hop,start,bitter
Galena,37.5,185,hop,start,bitter
Galena,25.0,185,hop,end,flavour
First Gold,25.0,185,hop,end,flavour
Chinook,25.0,185,hop,end,flavour
Pale Ale,4690.0,186,malt,,
Munich,630.0,186,malt,,
Rye,310.0,186,malt,,
Wheat,630.0,186,malt,,
Motueka,50.0,186,hop,start,bitter
Amarillo,25.0,186,hop,end,flavour
Motueka,12.5,186,hop,end,flavour
Jasmine,31.0,186,hop,end,flavour
Motueka,125.0,186,hop,dry hop,aroma
Jasmine,37.5,186,hop,dry hop,aroma
Amarillo,125.0,186,hop,dry hop,aroma
Extra Pale,3380.0,187,malt,,
Crystal 150,130.0,187,malt,,
Munich,380.0,187,malt,,
Rye,250.0,187,malt,,
Centennial,12.5,187,hop,start,bitter
Simcoe,6.25,187,hop,middle,flavour
Cascade,7.5,187,hop,middle,flavour
Amarillo,7.5,187,hop,middle,flavour
Simcoe,6.25,187,hop,end,flavour
Cascade,7.5,187,hop,end,flavour
Amarillo,7.5,187,hop,end,flavour
Simcoe,25.0,187,hop,dry hop,aroma
Cascade,25.0,187,hop,dry hop,aroma
Centennial,25.0,187,hop,dry hop,aroma
Amarillo,25.0,187,hop,dry hop,aroma
Extra Pale,6500.0,188,malt,,
Caramalt,860.0,188,malt,,
Munich,500.0,188,malt,,
Flaked Oats,2000.0,188,malt,,
Dark Crystal,860.0,188,malt,,
Carafa Special Malt Type 1,250.0,188,malt,,
Carafa Special Malt Type 3,500.0,188,malt,,
Columbus,75.0,188,hop,start,bitter
Columbus,25.0,188,hop,middle,flavour
Saaz,25.0,188,hop,end,flavour
First Gold,25.0,188,hop,end,flavour
Extra Pale - Spring Blend,8750.0,189,malt,,
Caramalt,1250.0,189,malt,,
Munich,1250.0,189,malt,,
Amber,625.0,189,malt,,
Crystal,625.0,189,malt,,
Carafa Special Malt Type 1,312.5,189,malt,,
Columbus,37.5,189,hop,start,bitter
Columbus,50.0,189,hop,middle,flavour
Saaz,62.5,189,hop,end,flavour
Columbus,37.5,189,hop,end,flavour
Ginger Powder,12.5,189,hop,end,flavour
Extra Pale,5750.0,190,malt,,
Caramalt,630.0,190,malt,,
Wheat,630.0,190,malt,,
Mosaic,12.5,190,hop,start,bitter
Mosaic,37.5,190,hop,middle,flavour
Mosaic,37.5,190,hop,end,flavour
Blueberries,20.0,190,hop,end,flavour
Mosaic,187.5,190,hop,dry hop,aroma
Extra Pale,3810.0,191,malt,,
Rye,500.0,191,malt,,
Crystal 150,560.0,191,malt,,
Dark Crystal,190.0,191,malt,,
Acidulated Malt,130.0,191,malt,,
Magnum,25.0,191,hop,start,bitter
Willamette,12.5,191,hop,middle,flavour
Amarillo,12.5,191,hop,middle,flavour
Willamette,25.0,191,hop,end,flavour
Amarillo,25.0,191,hop,end,flavour
Amarillo,125.0,191,hop,dry hop,aroma
Willamette,125.0,191,hop,dry hop,aroma
Extra Pale,5300.0,192,malt,,
Ahtanum,17.5,192,hop,start,bitter
Chinook,15.0,192,hop,start,bitter
Crystal,17.5,192,hop,middle,flavour
Chinook,17.5,192,hop,middle,flavour
Ahtanum,17.5,192,hop,end,flavour
Chinook,27.5,192,hop,end,flavour
Crystal,17.5,192,hop,end,flavour
Motueka,17.5,192,hop,end,flavour
Extra Pale,1880.0,193,malt,,
Wheat,1880.0,193,malt,,
Magnum,8.5,193,hop,start,bitter
Extra Pale,6250.0,194,malt,,
Crystal 150,250.0,194,malt,,
Caramalt,460.0,194,malt,,
Columbus,30.0,194,hop,start,bitter
Columbus,40.0,194,hop,middle,flavour
Centennial,40.0,194,hop,middle,flavour
Simcoe,40.0,194,hop,middle,flavour
Columbus,40.0,194,hop,end,flavour
Centennial,40.0,194,hop,end,flavour
Simcoe,40.0,194,hop,end,flavour
Columbus,60.0,194,hop,dry hop,aroma
Centennial,70.0,194,hop,dry hop,aroma
Simcoe,70.0,194,hop,dry hop,aroma
Extra Pale,4250.0,195,malt,,
Carared,630.0,195,malt,,
Citra,2.5,195,hop,start,bitter
Challenger,6.0,195,hop,start,bitter
Centennial,12.5,195,hop,middle,flavour
Citra,10.0,195,hop,middle,flavour
Citra,12.5,195,hop,end,flavour
Mosaic,12.5,195,hop,end,flavour
Bramling Cross,12.5,195,hop,end,flavour
Centennial,50.0,195,hop,dry hop,aroma
Citra,50.0,195,hop,dry hop,aroma
Bramling Cross,50.0,195,hop,dry hop,aroma
Mosaic,50.0,195,hop,dry hop,aroma
Nelson Sauvin,12.5,195,hop,dry hop,aroma
Simcoe,12.5,195,hop,dry hop,aroma
Extra Pale,7500.0,196,malt,,
Caramalt,1150.0,196,malt,,
Carafa Special Malt Type 2,480.0,196,malt,,
Crystal 150,480.0,196,malt,,
Smoked Warminster,770.0,196,malt,,
Magnum,11.5,196,hop,start,bitter
Cascade,11.5,196,hop,middle,flavour
Fuggles,11.5,196,hop,middle,flavour
First Gold,11.5,196,hop,end,flavour
Coffee,19.25,196,hop,end,flavour
Extra Pale,3000.0,197,malt,,
Munich,130.0,197,malt,,
Crystal 150,190.0,197,malt,,
Caramalt,880.0,197,malt,,
Columbus,2.5,197,hop,start,bitter
Columbus,3.5,197,hop,middle,flavour
Centennial,6.0,197,hop,middle,flavour
Columbus,18.5,197,hop,end,flavour
Centennial,18.5,197,hop,end,flavour
Columbus,100.0,197,hop,dry hop,aroma
Centennial,100.0,197,hop,dry hop,aroma
Cascade,100.0,197,hop,dry hop,aroma
Extra Pale,7750.0,198,malt,,
Wheat,500.0,198,malt,,
Munich,500.0,198,malt,,
Saaz,25.0,198,hop,start,bitter
Saaz,15.0,198,hop,end,flavour
Styrian Goldings,15.0,198,hop,end,flavour
Extra Pale,2630.0,199,malt,,
Munich,880.0,199,malt,,
Crystal 150,380.0,199,malt,,
Special W,310.0,199,malt,,
Carafa Special Malt Type 1,440.0,199,malt,,
Flaked Oats,380.0,199,malt,,
Torrified Wheat,310.0,199,malt,,
Magnum,5.0,199,hop,start,bitter
First Gold,25.0,199,hop,middle,flavour
First Gold,25.0,199,hop,end,flavour
Sorachi Ace,25.0,199,hop,end,flavour
Extra Pale,6750.0,200,malt,,
Caramalt,60.0,200,malt,,
Dark Crystal,60.0,200,malt,,
Centennial,25.0,200,hop,start,bitter
Cascade,12.5,200,hop,middle,flavour
Citra,12.5,200,hop,middle,flavour
Simcoe,25.0,200,hop,end,flavour
Citra,12.5,200,hop,end,flavour
Cascade,25.0,200,hop,end,flavour
Simcoe,87.5,200,hop,dry hop,aroma
Cascade,100.0,200,hop,dry hop,aroma
Centennial,87.5,200,hop,dry hop,aroma
Citra,112.5,200,hop,dry hop,aroma
Extra Pale,5000.0,201,malt,,
Caramalt,310.0,201,malt,,
Dark Crystal,60.0,201,malt,,
Munich,310.0,201,malt,,
Waimea,2.5,201,hop,start,bitter
Waimea,20.0,201,hop,middle,flavour
Waimea,37.5,201,hop,end,flavour
Waimea,125.0,201,hop,dry hop,aroma
Extra Pale,7500.0,202,malt,,
Wheat,500.0,202,malt,,
Flaked Oats,1380.0,202,malt,,
Dark Crystal,880.0,202,malt,,
Carafa Special Malt Type 1,630.0,202,malt,,
Carafa Special Malt Type 3,630.0,202,malt,,
Rye,750.0,202,malt,,
Honey,500.0,202,malt,,
Chinook,50.0,202,hop,start,bitter
Cascade,25.0,202,hop,start,bitter
Fuggles,25.0,202,hop,middle,flavour
Coffee,12.5,202,hop,middle,flavour
Fuggles,25.0,202,hop,end,flavour
Coffee,12.5,202,hop,end,flavour
Extra Pale,8210.0,203,malt,,
Pinhead Oats,360.0,203,malt,,
Carahell,180.0,203,malt,,
CaraAroma,180.0,203,malt,,
Roasted Malt,90.0,203,malt,,
Peated Malt,90.0,203,malt,,
Green Bullet,50.0,203,hop,start,bitter
Motueka,35.5,203,hop,end,flavour
Pacific Gem,21.5,203,hop,end,flavour
Nelson Sauvin,7.0,203,hop,end,flavour
Propino Pale Malt,5000.0,204,malt,,
Dextrin Malt,630.0,204,malt,,
Flaked Oats,630.0,204,malt,,
Centennial,25.0,204,hop,start,bitter
Cascade,21.25,204,hop,end,flavour
Willamette,21.25,204,hop,end,flavour
Maris Otter Extra Pale,6570.0,205,malt,,
Caramalt,750.0,205,malt,,
Crystal 150,320.0,205,malt,,
Carafa Special Malt Type 1,500.0,205,malt,,
Amarillo,25.0,205,hop,start,bitter
Columbus,25.0,205,hop,start,bitter
Chinook,62.5,205,hop,end,flavour
Columbus,62.5,205,hop,end,flavour
Cascade,62.5,205,hop,end,flavour
Centennial,62.5,205,hop,end,flavour
Centennial,125.0,205,hop,dry hop,aroma
Cascade,62.5,205,hop,dry hop,aroma
Amarillo,62.5,205,hop,dry hop,aroma
Chinook,62.5,205,hop,dry hop,aroma
Extra Pale,6000.0,206,malt,,
Caramalt,500.0,206,malt,,
Wheat,500.0,206,malt,,
Flaked Malted Oats,500.0,206,malt,,
Crystal 150,630.0,206,malt,,
Carafa Special Malt Type 3,750.0,206,malt,,
Bravo,25.0,206,hop,start,bitter
Bravo,12.5,206,hop,middle,flavour
Mt.Hood,25.0,206,hop,middle,flavour
Bravo,12.5,206,hop,end,flavour
Mt.Hood,25.0,206,hop,end,flavour
Maris Otter Extra Pale,6000.0,207,malt,,
Caramalt,750.0,207,malt,,
Crystal 150,250.0,207,malt,,
Bay Leaves,5.0,207,hop,dry hop,aroma
Rosemary,25.0,207,hop,dry hop,aroma
Elderflower,10.0,207,hop,dry hop,aroma
Extra Pale,5000.0,208,malt,,
Rye,630.0,208,malt,,
Caramalt,250.0,208,malt,,
Amarillo,17.5,208,hop,start,bitter
Citra,17.5,208,hop,start,bitter
Simcoe,17.5,208,hop,start,bitter
Amarillo,17.5,208,hop,middle,flavour
Citra,17.5,208,hop,middle,flavour
Simcoe,17.5,208,hop,middle,flavour
Amarillo,17.5,208,hop,end,aroma
Citra,17.5,208,hop,end,flavour
Simcoe,17.5,208,hop,end,aroma
Nelson Sauvin,22.5,208,hop,end,aroma
Extra Pale,2500.0,209,malt,,
Flaked Oats,630.0,209,malt,,
Special W,380.0,209,malt,,
Roasted Barley,380.0,209,malt,,
Carafa Special Malt Type 1,380.0,209,malt,,
Wheat,630.0,209,malt,,
Galena,7.5,209,hop,start,bitter
Bramling Cross,12.5,209,hop,middle,flavour
Willamette,25.0,209,hop,end,flavour
Centennial,25.0,209,hop,end,flavour
Centennial,62.5,209,hop,dry hop,aroma
Willamette,62.5,209,hop,dry hop,aroma
Extra Pale,4380.0,210,malt,,
Wheat,310.0,210,malt,,
Dark Crystal,190.0,210,malt,,
Brown,310.0,210,malt,,
Black Malt,310.0,210,malt,,
Carafa Special Malt Type 1,190.0,210,malt,,
Flaked Oats,440.0,210,malt,,
Crystal 150,310.0,210,malt,,
Magnum,25.0,210,hop,start,bitter
Extra Pale - Spring Blend,4150.0,211,malt,,
Caramalt,1120.0,211,malt,,
Crystal 150,560.0,211,malt,,
Chocolate,380.0,211,malt,,
Roasted Barley,310.0,211,malt,,
Wheat Malt,630.0,211,malt,,
Columbus,31.3,211,hop,start,bitter
Columbus,12.5,211,hop,middle,flavour
Simcoe,12.5,211,hop,middle,flavour
Chinook,12.5,211,hop,middle,flavour
Columbus,25.0,211,hop,end,flavour
Simcoe,25.0,211,hop,end,flavour
Chinook,25.0,211,hop,end,flavour
Columbus,87.5,211,hop,dry hop,aroma
Simcoe,87.5,211,hop,dry hop,aroma
Chinook,75.0,211,hop,dry hop,aroma
Pale Ale,4380.0,212,malt,,
Chinook,12.5,212,hop,start,bitter
Amarillo,37.5,212,hop,end,flavour
Chinook,25.0,212,hop,end,flavour
Mosaic,37.5,212,hop,dry hop,aroma
Amarillo,62.5,212,hop,dry hop,aroma
Chinook,62.5,212,hop,dry hop,aroma
Mosaic,62.5,212,hop,dry hop,aroma
Extra Pale,5000.0,213,malt,,
Caramalt,310.0,213,malt,,
Dark Crystal,60.0,213,malt,,
Munich,310.0,213,malt,,
El Dorado,3.75,213,hop,start,bitter
El Dorado,12.5,213,hop,middle,flavour
El Dorado,37.5,213,hop,end,flavour
El Dorado,125.0,213,hop,dry hop,aroma
Lager Malt,4660.0,214,malt,,
Saaz,12.5,214,hop,start,bitter
Cascade,12.5,214,hop,start,bitter
Cascade,25.0,214,hop,end,flavour
Chinook,25.0,214,hop,end,flavour
Motueka,12.5,214,hop,end,flavour
Extra Pale,3800.0,215,malt,,
Dark Crystal,190.0,215,malt,,
Roasted Barley,310.0,215,malt,,
Black Malt,130.0,215,malt,,
Amber,310.0,215,malt,,
Flaked Oats,250.0,215,malt,,
Bravo,12.5,215,hop,start,bitter
Bramling Cross,12.5,215,hop,middle,flavour
Challenger,12.5,215,hop,middle,flavour
Pale Ale,6880.0,216,malt,,
Wheat,500.0,216,malt,,
Flaked Oats,1000.0,216,malt,,
Dark Crystal,500.0,216,malt,,
Carafa Special Malt Type 1,750.0,216,malt,,
Chocolate,1000.0,216,malt,,
Bramling Cross,12.5,216,hop,start,bitter
Bramling Cross,12.5,216,hop,start,bitter
Sorachi Ace,12.5,216,hop,middle,flavour
Sorachi Ace,25.0,216,hop,end,flavour
Willamette,25.0,216,hop,end,flavour
Pale Ale,5000.0,217,malt,,
Crystal 150,380.0,217,malt,,
Dark Crystal,130.0,217,malt,,
Carafa Special Malt Type 1,60.0,217,malt,,
Rye,500.0,217,malt,,
Magnum,12.5,217,hop,start,bitter
Chinook,25.0,217,hop,middle,flavour
Citra,6.25,217,hop,middle,flavour
Chinook,37.5,217,hop,end,flavour
Citra,18.75,217,hop,end,flavour
Chinook,100.0,217,hop,fv,aroma
Citra,75.0,217,hop,fv,aroma
Extra Pale,5800.0,218,malt,,
Centennial,25.0,218,hop,start,bitter
Columbus Extract,30.0,218,hop,start,bitter
Centennial,18.75,218,hop,middle,flavour
Columbus,18.75,218,hop,middle,flavour
Centennial,50.0,218,hop,end,flavour
Columbus,25.0,218,hop,end,flavour
